Date|Code|Description|Type|Isin Code|Issuer|Status|Stock Exchange|Listing Date|Currency|Form|Eff. Date Isin|Maturity Date|Expire Date|Exercise Price|Interest|Interest Type|Interest Freq|Nominal Value|Num. of Sec|Originated Amt|Current Amt|Total Scripless|Local (%)|Foreign (%)|Total (%)|Sector|Closing Price
31-MAR-2022|SIPTPN02D|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI D|SUKUK|IDJ0000147D6|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||21-AUG-2022|||11.2|Fixed|3 MONTHS|||40000000000|40000000000|40000000000|100|0|100|PLANTATION|1
31-MAR-2022|SIPTPN02E|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI E|SUKUK|IDJ0000147E4|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||23-AUG-2022|||11.2|Fixed|3 MONTHS|||200000000000|200000000000|200000000000|100|0|100|PLANTATION|1
31-MAR-2022|SIPTPN02F|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI F|SUKUK|IDJ0000147F1|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||03-SEP-2024|||11.6|Fixed|3 MONTHS|||105000000000|105000000000|105000000000|100|0|100|PLANTATION|1
31-MAR-2022|SIPTPN02G|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI G|SUKUK|IDJ0000147G9|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||21-AUG-2022|||11.2|Fixed|3 MONTHS|||465000000000|465000000000|465000000000|100|0|100|PLANTATION|1
31-MAR-2022|SIPTPN02H|SUKUK IJARAH II TAHUN 2019 PT PERKEBUNAN NUSANTARA III (PERSERO) SERI H|SUKUK|IDJ0000147H7|PERKEBUNAN NUSANTARA III (PERSERO), PT|ACTIVE|||IDR|Electronic||21-AUG-2022|||11.2|FIXED|3 MONTHS|||100000000000|100000000000|100000000000|100|0|100|PLANTATION|1
31-MAR-2022|SISGRO01ACN1|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI A|SUKUK|IDJ0000154A8|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|04-MAR-2020|IDR|Electronic||03-MAR-2023|||9.35|FIXED|3 MONTHS|||175000000000|175000000000|175000000000|100|0|100|PLANTATION|1
31-MAR-2022|SISGRO01ACN2|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI A|SUKUK|IDJ0000181A1|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|18-MAR-2021|IDR|Electronic||17-MAR-2024|||9.45|FIXED|3 MONTHS|||236635000000|236635000000|236635000000|100|0|100|PLANTATION|1
31-MAR-2022|SISGRO01ACN3|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP III TAHUN 2022 SERI A|SUKUK|IDJ0000209A0|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|04-MAR-2022|IDR|Electronic||02-MAR-2025|||7.15|FIXED|3 MONTHS|||75000000000|75000000000|75000000000|100|0|100|PLANTATION|1
31-MAR-2022|SISGRO01BCN1|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP I TAHUN 2020 SERI B|SUKUK|IDJ0000154B6|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|04-MAR-2020|IDR|Electronic||03-MAR-2025|||9.75|FIXED|3 MONTHS|||125000000000|125000000000|125000000000|100|0|100|PLANTATION|1
31-MAR-2022|SISGRO01BCN2|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP II TAHUN 2021 SERI B|SUKUK|IDJ0000181B9|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|18-MAR-2021|IDR|Electronic||17-MAR-2026|||10.35|FIXED|3 MONTHS|||158250000000|158250000000|158250000000|100|0|100|PLANTATION|1
31-MAR-2022|SISGRO01BCN3|SUKUK IJARAH BERKELANJUTAN I SAMPOERNA AGRO TAHAP III TAHUN 2022 SERI B|SUKUK|IDJ0000209B8|PT. SAMPOERNA AGRO, Tbk|ACTIVE|IDX|04-MAR-2022|IDR|Electronic||02-MAR-2027|||8.40|FIXED|3 MONTHS|||230115000000|230115000000|230115000000|100|0|100|PLANTATION|1
31-MAR-2022|SISSMM01|SUKUK IJARAH SUMBERDAYA SEWATAMA I TAHUN 2012|SUKUK|IDJ000005301|SUMBERDAYA SEWATAMA, PT|ACTIVE|IDX|03-DEC-2012|IDR|Electronic||31-DEC-2034|||7|FIXED|3 MONTHS|||200000000000|178520952233|178520952233|35.33|64.67|100|ENERGY|1
31-MAR-2022|SITINS01BCN1|SUKUK IJARAH BKLJT I TIMAH THP I TAHUN 2017 SERI B|SUKUK|IDJ0000097B7|TIMAH Tbk, PT|ACTIVE|IDX|29-SEP-2017|IDR|Electronic||28-SEP-2022|||8.75|FIXED|3 MONTHS|||118000000000|118000000000|118000000000|100|0|100|METAL AND MINERAL MINING|1
31-MAR-2022|SITINS01CN2|SUKUK IJARAH BERKELANJUTAN I TIMAH TAHAP II TAHUN 2019|SUKUK|IDJ000014204|TIMAH Tbk, PT|ACTIVE|IDX|16-AUG-2019|IDR|Electronic||15-AUG-2024|||8.75|FIXED|3 MONTHS|||313000000000|313000000000|313000000000|100|0|100|METAL AND MINERAL MINING|1
31-MAR-2022|SMADMF03BCN4|SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP IV TAHUN 2019 SERI B|SUKUK|IDJ0000130B6|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|18-APR-2019|IDR|Electronic||16-APR-2022||||FLOATING|3 MONTHS|||10000000000|10000000000|10000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF03CCN1|SUK MDRBH BKLJT III ADIRA FINANCE THP I TH 17 SR C|SUKUK|IDJ0000102C3|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|13-DEC-2017|IDR|Electronic||12-DEC-2022|||1|FLOATING|3 MONTHS|||55000000000|55000000000|55000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF03CCN2|SUK MDRBH BKLJT III ADIRA FINANCE THP II TH18 SR C|SUKUK|IDJ0000105C6|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|22-MAR-2018|IDR|Electronic||21-MAR-2023|||1|FLOATING|3 MONTHS|||29000000000|29000000000|29000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF03CCN3|SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP III TAHUN 2019 SERI C|SUKUK|IDJ0000118C9|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|24-JAN-2019|IDR|Electronic||23-JAN-2024||||FLOATING|3 MONTHS|||32000000000|32000000000|32000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF03CCN4|SUKUK MUDHARABAH BERKELANJUTAN III ADIRA FINANCE TAHAP IV TAHUN 2019 SERI C|SUKUK|IDJ0000130C4|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|18-APR-2019|IDR|Electronic||16-APR-2024||||FLOATING|3 MONTHS|||14000000000|14000000000|14000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF04ACN2|SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP II TAHUN 2021 SERI A|SUKUK|IDJ0000193A6|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|26-JUL-2021|IDR|Electronic||03-AUG-2022||||FLOATING|3 MONTHS|||134000000000|134000000000|134000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF04ACN3|SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2022 SERI A|SUKUK|IDJ0000212A4|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||02-APR-2023||||FLOATING|3 MONTHS|||153000000000|153000000000|153000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF04BCN2|SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP II TAHUN 2021 SERI B|SUKUK|IDJ0000193B4|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|26-JUL-2021|IDR|Electronic||23-JUL-2024||||FLOATING|3 MONTHS|||66000000000|66000000000|66000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF04BCN3|SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2022 SERI B|SUKUK|IDJ0000212B2|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||22-MAR-2025||||FLOATING|3 MONTHS|||49000000000|49000000000|49000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMADMF04CCN3|SUKUK MUDHARABAH BERKELANJUTAN IV ADIRA FINANCE TAHAP III TAHUN 2022 SERI C|SUKUK|IDJ0000212C0|ADIRA DINAMIKA MULTI FINANCE Tbk, PT|ACTIVE|IDX|23-MAR-2022|IDR|Electronic||22-MAR-2027||||FLOATING|3 MONTHS|||98000000000|98000000000|98000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|SMBAFI01BCN2|SUKUK MUDHARABAH BERKELANJUTAN I BUSSAN AUTO FINANCE TAHAP II TAHUN 2020 SERI B|SUKUK|IDJ0000173B6|BUSSAN AUTO FINANCE, PT|ACTIVE|IDX|23-OCT-2020|IDR|Electronic||22-OCT-2023||||FLOATING|3 MONTHS|||112000000000|112000000000|112000000000|100|0|100|FINANCIAL INSTITUTION|1
31-MAR-2022|BTEK|BUMI TEKNOKULTURA UNGGUL Tbk|EQUITY|ID1000098106|BUMI TEKNOKULTURA UNGGUL TBK, PT|ACTIVE|IDX|14-MAY-2004|IDR|Electronic||||||||12.5|46277496376|||46002508376|52.67|46.73|99.41|FORESTRY|50
31-MAR-2022|BTEL|BAKRIE TELECOM Tbk|EQUITY|ID1000103005|BAKRIE TELECOM Tbk, PT|ACTIVE|IDX|03-FEB-2006|IDR|Electronic|03-FEB-2006|||||||100|36822665755|||36819510755|75.72|24.27|99.99|TELECOMUNICATION|50
31-MAR-2022|BTON|BETONJAYA MANUNGGAL Tbk|EQUITY|ID1000071509|BETONJAYA MANUNGGAL Tbk, PT|ACTIVE|IDX|18-JUL-2001|IDR|Electronic|18-JUL-2001|||||||100|720000000|||76000000|10.55|0.01|10.56|METAL AND ALLIED PRODUCTS|362
31-MAR-2022|BTPN|BANK BTPN Tbk|EQUITY|ID1000118508|BANK BTPN Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||20|8149106869|||8054047324|1.44|97.4|98.83|BANK|2670
31-MAR-2022|BTPS|BANK BTPN SYARIAH Tbk|EQUITY|ID1000142805|BANK BTPN SYARIAH Tbk, PT|ACTIVE|IDX|08-MAY-2018|IDR|Electronic||||||||100|7703700000|||7626663000|71.79|27.21|99|BANK|3300
31-MAR-2022|BUDI|BUDI STARCH & SWEETENER Tbk|EQUITY|ID1000084908|BUDI STARCH & SWEETENER Tbk|ACTIVE|IDX|08-MAY-1995|IDR|Electronic|20-MAY-2002|||||||125|4498997362|||4498681487|67.41|32.58|99.99|FOOD & BEVERAGES|212
31-MAR-2022|BUKA|BUKALAPAK.COM Tbk|EQUITY|ID1000162001|BUKALAPAK.COM Tbk, PT|ACTIVE|IDX|06-AUG-2021|IDR|Certificate||||||||50|103062019354|||102728603670|51.07|48.61|99.68|COMPUTER AND SERVICES|382
31-MAR-2022|BUKK|BUKAKA TEKNIK UTAMA Tbk|EQUITY|ID1000080807|BUKAKA TEKNIK UTAMA Tbk, PT|ACTIVE|IDX|09-JAN-1995|IDR|Electronic||||||||338|2640452000|||2607521250|98.49|0.26|98.75|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|1125
31-MAR-2022|BULL|BUANA LINTAS LAUTAN Tbk|EQUITY|ID1000133705|BUANA LINTAS LAUTAN Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||800|14117599210|||14117599210|86.76|13.24|100|TRANSPORTATION|158
31-MAR-2022|BUMI|BUMI RESOURCES Tbk|EQUITY|ID1000068703|BUMI RESOURCES Tbk, PT|ACTIVE|IDX|30-JUL-1990|IDR|Electronic|29-NOV-2001|||||||500|115634113853|||115580656673|56.66|43.29|99.95|METAL AND MINERAL MINING|57
31-MAR-2022|BUVA|BUKIT ULUWATU VILLA Tbk|EQUITY|ID1000116007|BUKIT ULUWATU VILLA Tbk, PT|ACTIVE|IDX|12-JUL-2010|IDR|Electronic||||||||50|6811269200|||6811269200|53.6|46.4|100|RESTAURANT, HOTEL & TOURISM|60
31-MAR-2022|BVIC|BANK VICTORIA INTERNATIONAL  Tbk|EQUITY|ID1000056302|BANK VICTORIA INTERNATIONAL Tbk, PT|ACTIVE|IDX|30-JUN-1999|IDR|Electronic|11-AUG-2000|||||||100|10487132568|||10485942568|83.38|16.61|99.99|BANK|172
31-MAR-2022|BWPT|EAGLE HIGH PLANTATION, Tbk|EQUITY|ID1000113202|EAGLE HIGH PLANTATION Tbk, PT|ACTIVE|IDX|27-OCT-2009|IDR|Electronic||||||||100|31525291000|||31525291000|53.89|46.11|100|PLANTATION|78
31-MAR-2022|BYAN|BAYAN RESOURCES Tbk|EQUITY|ID1000111701|BAYAN RESOURCES Tbk|ACTIVE|IDX|12-AUG-2008|IDR|Electronic||||||||100|3333333500|||3333333500|77.14|22.86|100|COAL MINING|43350
31-MAR-2022|CAKK|CAHAYAPUTRA ASA KERAMIK Tbk|EQUITY|ID1000146509|CAHAYAPUTRA ASA KERAMIK Tbk, PT|ACTIVE|IDX|31-OCT-2018|IDR|Electronic||||||||100|1203300219|||300000219|24.92|0.01|24.93|CERAMICS, GLASS, PORCELAIN|87
31-MAR-2022|CAMP|CAMPINA ICE CREAM INDUSTRY Tbk|EQUITY|ID1000141500|CAMPINA ICE CREAM INDUSTRY Tbk, PT|ACTIVE|IDX|19-DEC-2017|IDR|Electronic||||||||100|5885000000|||948990000|15.91|0.22|16.13|FOOD & BEVERAGES|264
31-MAR-2022|CANI|CAPITOL NUSANTARA INDONESIA Tbk|EQUITY|ID1000130503|CAPITOL NUSANTARA INDONESIA Tbk. PT|ACTIVE|IDX|16-JAN-2014|IDR|Electronic||||||||100|833440000|||208360000|12.49|12.51|25|TRANSPORTATION|139
31-MAR-2022|CARE|METRO HEALTHCARE INDONESIA Tbk|EQUITY|ID1000154909|METRO HEALTHCARE INDONESIA Tbk, PT|ACTIVE|IDX|13-MAR-2020|IDR|Certificate||||||||100|33250000000|||33250000000|78.84|21.16|100|HEALTH CARE|530
31-MAR-2022|CARS|INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA Tbk|EQUITY|ID1000138308|INDUSTRI DAN PERDAGANGAN BINTRACO DHARMA Tbk, PT|ACTIVE|IDX|10-APR-2017|IDR|Electronic||||||||10|15000000000|||15000000000|84.67|15.33|100|INVESTMENT COMPANY|50
31-MAR-2022|CASA|CAPITAL FINANCIAL INDONESIA Tbk|EQUITY|ID1000137508|CAPITAL FINANCIAL INDONESIA Tbk, PT|ACTIVE|IDX|19-JUL-2016|IDR|Electronic||||||||100|54476269803|||54476269803|96.29|3.71|100|FINANCIAL INSTITUTION|575
31-MAR-2022|CASH|CASHLEZ WORLDWIDE INDONESIA Tbk|EQUITY|ID1000155906|CASHLEZ WORLDWIDE INDONESIA Tbk, PT|ACTIVE|IDX|04-MAY-2020|IDR|Certificate||||||||12|1431125517|||1431125517|99.41|0.59|100|OTHERS - FINANCE|206
31-MAR-2022|CASS|CARDIG AERO SERVICES Tbk|EQUITY|ID1000121403|CARDIG AERO SERVICES Tbk, PT|ACTIVE|IDX|05-DEC-2011|IDR|Electronic||||||||100|2086950000|||2086950000|52.13|47.87|100|TRANSPORTATION|370
31-MAR-2022|CBMF|CAHAYA BINTANG MEDAN Tbk|EQUITY|ID1000155708|CAHAYA BINTANG MEDAN Tbk, PT|ACTIVE|IDX|09-APR-2020|IDR|Certificate||||||||100|1875000000|||1645000000|87.63|0.11|87.73|RETAIL TRADE|65
31-MAR-2022|CCSI|COMMUNICATION CABLE SYSTEMS INDONESIA Tbk|EQUITY|ID1000149008|COMMUNICATION CABLE SYSTEMS INDONESIA Tbk, PT|ACTIVE|IDX|18-JUN-2019|IDR|Electronic||||||||100|1199999998|||955360280|78.77|0.85|79.61|CABLE|770
31-MAR-2022|CEKA|WILMAR CAHAYA INDONESIA Tbk|EQUITY|ID1000135007|WILMAR CAHAYA INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||250|595000000|||594089000|94.24|5.61|99.85|FOOD & BEVERAGES|1860
31-MAR-2022|CENT|CENTRATAMA TELEKOMUNIKASI INDONESIA Tbk|EQUITY|ID1000076805|CENTRATAMA TELEKOMUNIKASI INDONESIA Tbk, PT|ACTIVE|IDX|01-NOV-2001|IDR|Electronic||||||||100|31183464900|||31183464900|3.63|96.37|100|NON BUILDING CONSTRUCTION|238
31-MAR-2022|CFIN|CLIPAN FINANCE INDONESIA Tbk|EQUITY|ID1000095201|CLIPAN FINANCE INDONESIA Tbk, PT|ACTIVE|IDX|27-AUG-1990|IDR|Electronic|02-JUL-2003|||||||250|3984520457|||3982923993|75.96|24|99.96|FINANCIAL INSTITUTION|248
31-MAR-2022|CINT|CHITOSE INTERNASIONAL Tbk|EQUITY|ID1000131907|PT. CHITOSE INTERNASIONAL Tbk|ACTIVE|IDX|27-JUN-2014|IDR|Electronic||||||||100|1000000000|||318100000|13.88|17.93|31.81|HOUSEWARE|232
31-MAR-2022|CITA|CITA MINERAL INVESTINDO Tbk|EQUITY|ID1000082803|CITA MINERAL INVESTINDO Tbk, PT|ACTIVE|IDX|20-MAR-2002|IDR|Electronic|20-MAR-2002|||||||100|3960361250|||3960361250|67.71|32.29|100|METAL AND MINERAL MINING|3020
31-MAR-2022|CITY|NATURA CITY DEVELOPMENTS Tbk|EQUITY|ID1000145501|NATURA CITY DEVELOPMENTS Tbk, PT|ACTIVE|IDX|28-SEP-2018|IDR|Electronic||||||||100|5405188966|||263859096|4.88|0|4.88|PROPERTY AND REAL ESTATE|151
31-MAR-2022|CLAY|CITRA PUTRA REALTY Tbk|EQUITY|ID1000147903|CITRA PUTRA REALTY Tbk, PT|ACTIVE|IDX|18-JAN-2019|IDR|Electronic||||||||100|2570000000|||520000000|20.23|0|20.23|RESTAURANT, HOTEL & TOURISM|785
31-MAR-2022|CLEO|SARIGUNA PRIMATIRTA Tbk|EQUITY|ID1000138605|SARIGUNA PRIMATIRTA Tbk, PT|ACTIVE|IDX|05-MAY-2017|IDR|Electronic||||||||20|12000000000|||2250000000|18.59|0.16|18.75|FOOD & BEVERAGES|434
31-MAR-2022|CLPI|COLORPAK INDONESIA Tbk|EQUITY|ID1000079106|COLORPAK INDONESIA Tbk, PT|ACTIVE|IDX|30-NOV-2001|IDR|Electronic|30-NOV-2001|||||||100|306338500|||284278500|40.95|51.85|92.8|CHEMICALS|1040
31-MAR-2022|CMNP|CITRA MARGA NUSAPHALA PERSADA Tbk|EQUITY|ID1000070402|CITRA MARGA NUSAPHALA PERSADA Tbk, PT|ACTIVE|IDX|10-JAN-1995|IDR|Electronic|15-AUG-2001|||||||500|5434328997|||5431135183|36.03|63.91|99.94|TOLL ROAD, AIRPORT, HARBOR & ALLIED PROD.|2220
31-MAR-2022|CMNT|CEMINDO GEMILANG Tbk|EQUITY|ID1000163108|CEMINDO GEMILANG TBK, PT|ACTIVE|IDX|08-SEP-2021|IDR|Certificate||||||||500|17125504000|||17125504000|3.23|96.77|100|OTHERS - INFRASTRUCTURE, UTILITIES & TRANSPORTATIO|1175
31-MAR-2022|CMPP|AIRASIA INDONESIA Tbk|EQUITY|ID1000132608|AIRASIA INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||250|10685124441|||10683814441|53.66|46.33|99.99|WHOLESALE (DURABLE & NON DURABLE GOODS)|765
31-MAR-2022|CMRY|CISARUA MOUNTAIN DAIRY Tbk|EQUITY|ID1000164700|CISARUA MOUNTAIN DAIRY Tbk, PT|ACTIVE|IDX|06-DEC-2021|IDR|Certificate||||||||10|7934683000|||1190203000|1.92|13.08|15|FOOD & BEVERAGES|3500
31-MAR-2022|CNKO|EXPLOITASI ENERGI INDONESIA Tbk|EQUITY|ID1000096209|EXPLOITASI ENERGI INDONESIA Tbk, PT|ACTIVE|IDX|21-NOV-2001|IDR|Electronic|19-NOV-2003|||||||2000|8956361206|||8956356106|61.74|38.26|100|WHOLESALE (DURABLE & NON DURABLE GOODS)|50
31-MAR-2022|CNTB|CENTEX Tbk SERI B COMPANY LISTING|EQUITY|ID1000081805|CENTURY TEXTILE INDUSTRY Tbk, PT|ACTIVE|IDX|22-DEC-2000|IDR|Electronic|09-APR-2002|||||||1000|130000000||||0|0|0|TEXTILE, GARMENT|250
31-MAR-2022|CNTX|CENTEX Tbk SERI A PREFEREN|EQUITY|ID2000081902|CENTURY TEXTILE INDUSTRY Tbk, PT|ACTIVE|IDX|16-JUN-1989|IDR|Electronic|09-APR-2002|||||||1000|70000000|||41497000|58.79|0.5|59.28|TEXTILE, GARMENT|232
31-MAR-2022|COCO|WAHANA INTERFOOD NUSANTARA Tbk|EQUITY|ID1000148208|WAHANA INTERFOOD NUSANTARA Tbk, PT|ACTIVE|IDX|20-MAR-2019|IDR|Electronic||||||||100|889863981|||645212897|38.17|34.34|72.51|FOOD & BEVERAGES|260
31-MAR-2022|COWL|COWELL DEVELOPMENT Tbk|EQUITY|ID1000108707|COWELL DEVELOPMENT Tbk, PT|ACTIVE|IDX|19-DEC-2007|IDR|Electronic||||||||100|4871214021|||4871214021|77.52|22.48|100|PROPERTY AND REAL ESTATE|50
31-MAR-2022|CPIN|CHAROEN POKPHAND INDONESIA Tbk|EQUITY|ID1000117708|CHAROEN POKPHAND INDONESIA Tbk, PT|ACTIVE|IDX||IDR|Electronic|08-DEC-2010|||||||10|16398000000|||6579598790|5.48|34.64|40.12|ANIMAL FEED|5650
31-MAR-2022|CPRI|CAPRI NUSA SATU PROPERTI Tbk|EQUITY|ID1000148406|CAPRI NUSA SATU PROPERTI Tbk, PT|ACTIVE|IDX|11-APR-2019|IDR|Electronic||||||||100|2433379958|||683379958|22.39|5.69|28.08|PROPERTY AND REAL ESTATE|50
31-MAR-2022|CPRO|CENTRAL PROTEINAPRIMA Tbk|EQUITY|ID1000105000|CENTRAL PROTEINAPRIMA Tbk, PT|ACTIVE|IDX|28-NOV-2006|IDR|Electronic||||||||100|59572382787|||59497265350|63.17|36.7|99.87|FISHERY|90
31-MAR-2022|CSAP|CATUR SENTOSA ADIPRANA Tbk|EQUITY|ID1000108301|CATUR SENTOSA ADIPRANA Tbk, PT|ACTIVE|IDX|12-DEC-2007|IDR|Electronic||||||||100|4458352920|||2777194296|6.64|55.65|62.29|RETAIL TRADE|494
31-MAR-2022|CSIS|CAHAYASAKTI INVESTINDO SUKSES Tbk|EQUITY|ID1000138704|CAHAYASAKTI INVESTINDO SUKSES Tbk, PT|ACTIVE|IDX|10-MAY-2017|IDR|Electronic||||||||100|1307000000|||559000000|42.68|0.09|42.77|PROPERTY AND REAL ESTATE|83
31-MAR-2022|CSMI|CIPTA SELERA MURNI Tbk|EQUITY|ID1000155401|CIPTA SELERA MURNI Tbk, PT|ACTIVE|IDX|09-APR-2020|IDR|Electronic||||||||50|816061500|||184061500|22.55|0|22.55|RESTAURANT, HOTEL & TOURISM|2790
31-MAR-2022|CSRA|CISADANE SAWIT RAYA Tbk|EQUITY|ID1000153307|CISADANE SAWIT RAYA Tbk, PT|ACTIVE|IDX|09-JAN-2020|IDR|Certificate||||||||100|2050000000|||2050000000|90.1|9.9|100|PLANTATION|690
31-MAR-2022|CTBN|CITRA TUBINDO Tbk|EQUITY|ID1000112303|CITRA TUBINDO Tbk, PT|ACTIVE|IDX|28-NOV-1989|IDR|Electronic|12-JAN-2009|||||||100|800371500|||799194690|0.07|99.78|99.85|METAL AND ALLIED PRODUCTS|2400
31-MAR-2022|CTRA|CIPUTRA DEVELOPMENT Tbk|EQUITY|ID1000115306|CIPUTRA DEVELOPMENT Tbk, PT|ACTIVE|IDX|28-MAR-1994|IDR|Electronic|15-JUN-2010|||||||250|18560303397|||13787038885|53.05|21.24|74.28|PROPERTY AND REAL ESTATE|1040
31-MAR-2022|CTTH|CITATAH  Tbk|EQUITY|ID1000070105|CITATAH Tbk, PT|ACTIVE|IDX|03-JUL-1996|IDR|Electronic|01-AUG-2001|||||||500|1230839821|||842706714|47.65|20.82|68.47|LAND/STONE QUARRYING|50
31-MAR-2022|DADA|DIAMOND CITRA PROPERTINDO Tbk|EQUITY|ID1000154503|DIAMOND CITRA PROPERTINDO Tbk, PT|ACTIVE|IDX|14-FEB-2020|IDR|Certificate||||||||20|7178146908|||2148146908|16.95|12.98|29.93|PROPERTY AND REAL ESTATE|50
31-MAR-2022|DART|DUTA ANGGADA REALTY Tbk|EQUITY|ID1000089303|DUTA ANGGADA REALTY Tbk, PT|ACTIVE|IDX|08-MAY-1990|IDR|Electronic|13-JUN-2002|||||||500|3141390962|||3092986950|95.46|3|98.46|PROPERTY AND REAL ESTATE|244
31-MAR-2022|DAYA|DUTA INTIDAYA Tbk|EQUITY|ID1000137300|DUTA INTIDAYA Tbk, PT|ACTIVE|IDX|28-JUN-2016|IDR|Electronic||||||||100|2420547025|||2420547025|19.1|80.9|100|RETAIL TRADE|216
31-MAR-2022|DCII|DCI INDONESIA Tbk|EQUITY|ID1000158603|DCI INDONESIA Tbk, PT|ACTIVE|IDX|06-JAN-2021|IDR|Certificate||||||||125|2383745900|||707201661|14.36|15.31|29.67|COMPUTER AND SERVICES|43300
31-MAR-2022|DEAL|DEWATA FREIGHTINTERNATIONAL Tbk|EQUITY|ID1000146806|DEWATA FREIGHT INTERNATIONAL Tbk, PT|ACTIVE|IDX|09-NOV-2018|IDR|Electronic||||||||100|1146170959|||1099083218|95.54|0.35|95.89|TRANSPORTATION|50
31-MAR-2022|DEFI|DANASUPRA ERAPACIFIC Tbk|EQUITY|ID1000136104|DANASUPRA ERAPACIFIC Tbk, PT|ACTIVE|IDX||IDR|Electronic||||||||50|687266666|||687266666|94.07|5.93|100|FINANCIAL INSTITUTION|1455
31-MAR-2022|DEPO|CATURKARDA DEPO BANGUNAN Tbk|EQUITY|ID1000164304|CATURKARDA DEPO BANGUNAN Tbk, PT|ACTIVE|IDX|25-NOV-2021|IDR|Certificate||||||||25|6790000000|||2010934200|5.2|24.42|29.62|RETAIL TRADE|510
31-MAR-2022|DEWA|DARMA HENWA Tbk|EQUITY|ID1000107303|PT. DARMA HENWA Tbk|ACTIVE|IDX|26-SEP-2007|IDR|Electronic||||||||100|21853733792|||21837253792|67.84|32.09|99.92|COAL MINING|54
31-MAR-2022|DFAM|DAFAM PROPERTY INDONESIA Tbk|EQUITY|ID1000142607|DAFAM PROPERTY INDONESIA Tbk, PT|ACTIVE|IDX|27-APR-2018|IDR|Electronic||||||||100|1899852850|||1899852850|99.97|0.03|100|RESTAURANT, HOTEL & TOURISM|615
